_id,date,center_name,attendance_count
48828453,2025-08-01,Warrington Community Center,19
48828454,2025-08-01,Magee Community Center,19
48828455,2025-08-01,Jefferson Community Center,11
48828456,2025-08-01,West Penn Community Center,46
48828457,2025-07-31,Brookline Community Center,63
48828458,2025-07-31,Ormsby Community Center,11
48828459,2025-07-31,Phillips Community Center,1
48828460,2025-07-31,Paulson Community Center,7
48828461,2025-07-31,Warrington Community Center,22
48828462,2025-07-31,Jefferson Community Center,40
48828463,2025-07-31,Magee Community Center,17
48828464,2025-07-31,West Penn Community Center,156
48828465,2025-07-30,Brookline Community Center,57
48828466,2025-07-30,Ormsby Community Center,7
48828467,2025-07-30,Paulson Community Center,3
48828468,2025-07-30,Warrington Community Center,33
48828469,2025-07-30,Magee Community Center,17
48828470,2025-07-30,Jefferson Community Center,26
48828471,2025-07-30,West Penn Community Center,83
48828472,2025-07-29,Brookline Community Center,65
48828473,2025-07-29,Ormsby Community Center,8
48828474,2025-07-29,Paulson Community Center,2
48828475,2025-07-29,Warrington Community Center,26
48828476,2025-07-29,Jefferson Community Center,32
48828477,2025-07-29,Magee Community Center,17
48828478,2025-07-29,West Penn Community Center,111
48828479,2025-07-28,Brookline Community Center,58
48828480,2025-07-28,Ormsby Community Center,8
48828481,2025-07-28,Paulson Community Center,3
48828482,2025-07-28,Warrington Community Center,23
48828483,2025-07-28,Magee Community Center,22
48828484,2025-07-28,Jefferson Community Center,25
48828485,2025-07-28,West Penn Community Center,71
48828486,2025-07-26,Brookline Community Center,9
48828487,2025-07-26,Ormsby Community Center,5
48828488,2025-07-26,Paulson Community Center,1
48828489,2025-07-26,Warrington Community Center,2
48828490,2025-07-26,Magee Community Center,8
48828491,2025-07-26,West Penn Community Center,22
48828492,2025-07-25,Brookline Community Center,43
48828493,2025-07-25,Ormsby Community Center,1
48828494,2025-07-25,Paulson Community Center,1
48828495,2025-07-25,Warrington Community Center,14
48828496,2025-07-25,Magee Community Center,18
48828497,2025-07-25,Jefferson Community Center,23
48828498,2025-07-25,West Penn Community Center,30
48828499,2025-07-24,Brookline Community Center,59
48828500,2025-07-24,Ormsby Community Center,19
48828501,2025-07-24,Paulson Community Center,5
48828502,2025-07-24,Warrington Community Center,10
48828503,2025-07-24,Jefferson Community Center,18
48828504,2025-07-24,Magee Community Center,7
48828505,2025-07-24,West Penn Community Center,159
48828506,2025-07-23,Brookline Community Center,58
48828507,2025-07-23,Ormsby Community Center,11
48828508,2025-07-23,Paulson Community Center,8
48828509,2025-07-23,Warrington Community Center,21
48828510,2025-07-23,Magee Community Center,8
48828511,2025-07-23,Jefferson Community Center,39
48828512,2025-07-23,West Penn Community Center,41
48828513,2025-07-22,Brookline Community Center,65
48828514,2025-07-22,Ormsby Community Center,17
48828515,2025-07-22,Paulson Community Center,5
48828516,2025-07-22,Warrington Community Center,23
48828517,2025-07-22,Jefferson Community Center,31
48828518,2025-07-22,Magee Community Center,18
48828519,2025-07-22,West Penn Community Center,58
48828520,2025-07-21,Brookline Community Center,19
48828521,2025-07-21,Ormsby Community Center,20
48828522,2025-07-21,Paulson Community Center,3
48828523,2025-07-21,Warrington Community Center,29
48828524,2025-07-21,Magee Community Center,10
48828525,2025-07-21,Jefferson Community Center,17
48828526,2025-07-21,West Penn Community Center,21
48828527,2025-07-19,Brookline Community Center,7
48828528,2025-07-19,Ormsby Community Center,2
48828529,2025-07-19,Paulson Community Center,2
48828530,2025-07-19,Warrington Community Center,5
48828531,2025-07-19,Magee Community Center,3
48828532,2025-07-19,West Penn Community Center,25
48828533,2025-07-18,Ammon Community Center,4
48828534,2025-07-18,Brookline Community Center,21
48828535,2025-07-18,Ormsby Community Center,6
48828536,2025-07-18,Warrington Community Center,19
48828537,2025-07-18,Magee Community Center,13
48828538,2025-07-18,Jefferson Community Center,25
48828539,2025-07-18,West Penn Community Center,32
48828540,2025-07-17,Brookline Community Center,33
48828541,2025-07-17,Ormsby Community Center,14
48828542,2025-07-17,Paulson Community Center,9
48828543,2025-07-17,Warrington Community Center,27
48828544,2025-07-17,Jefferson Community Center,45
48828545,2025-07-17,Magee Community Center,7
48828546,2025-07-17,West Penn Community Center,130
48828547,2025-07-16,Brookline Community Center,55
48828548,2025-07-16,Ormsby Community Center,12
48828549,2025-07-16,Phillips Community Center,3
48828550,2025-07-16,Warrington Community Center,95
48828551,2025-07-16,Magee Community Center,7
48828552,2025-07-16,Jefferson Community Center,38
48828553,2025-07-16,West Penn Community Center,49
48828554,2025-07-15,Brookline Community Center,74
48828555,2025-07-15,Ormsby Community Center,17
48828556,2025-07-15,Phillips Community Center,8
48828557,2025-07-15,Paulson Community Center,4
48828558,2025-07-15,Warrington Community Center,118
48828559,2025-07-15,Jefferson Community Center,36
48828560,2025-07-15,Magee Community Center,16
48828561,2025-07-15,West Penn Community Center,112
48828562,2025-07-14,Brookline Community Center,55
48828563,2025-07-14,Ormsby Community Center,14
48828564,2025-07-14,Warrington Community Center,35
48828565,2025-07-14,Magee Community Center,26
48828566,2025-07-14,Jefferson Community Center,28
48828567,2025-07-14,West Penn Community Center,62
48828568,2025-07-12,Brookline Community Center,5
48828569,2025-07-12,Ormsby Community Center,3
48828570,2025-07-12,Magee Community Center,8
48828571,2025-07-12,West Penn Community Center,23
48828572,2025-07-11,Brookline Community Center,55
48828573,2025-07-11,Ormsby Community Center,13
48828574,2025-07-11,Paulson Community Center,3
48828575,2025-07-11,Warrington Community Center,29
48828576,2025-07-11,Magee Community Center,20
48828577,2025-07-11,Jefferson Community Center,31
48828578,2025-07-11,West Penn Community Center,41
48828579,2025-07-10,Brookline Community Center,62
48828580,2025-07-10,Ormsby Community Center,16
48828581,2025-07-10,Phillips Community Center,3
48828582,2025-07-10,Warrington Community Center,112
48828583,2025-07-10,Jefferson Community Center,28
48828584,2025-07-10,Magee Community Center,14
48828585,2025-07-10,West Penn Community Center,134
48828586,2025-07-09,Brookline Community Center,50
48828587,2025-07-09,Ormsby Community Center,22
48828588,2025-07-09,Phillips Community Center,7
48828589,2025-07-09,Paulson Community Center,3
48828590,2025-07-09,Warrington Community Center,41
48828591,2025-07-09,Magee Community Center,7
48828592,2025-07-09,Jefferson Community Center,29
48828593,2025-07-09,West Penn Community Center,106
48828594,2025-07-08,Brookline Community Center,59
48828595,2025-07-08,Ormsby Community Center,19
48828596,2025-07-08,Paulson Community Center,8
48828597,2025-07-08,Warrington Community Center,111
48828598,2025-07-08,Jefferson Community Center,24
48828599,2025-07-08,Magee Community Center,43
48828600,2025-07-08,West Penn Community Center,131
48828601,2025-07-07,Brookline Community Center,58
48828602,2025-07-07,Ormsby Community Center,13
48828603,2025-07-07,Paulson Community Center,3
48828604,2025-07-07,Warrington Community Center,33
48828605,2025-07-07,Magee Community Center,29
48828606,2025-07-07,Jefferson Community Center,31
48828607,2025-07-07,West Penn Community Center,56
48828608,2025-07-03,Brookline Community Center,56
48828609,2025-07-03,Ormsby Community Center,9
48828610,2025-07-03,Warrington Community Center,43
48828611,2025-07-03,Jefferson Community Center,26
48828612,2025-07-03,Magee Community Center,13
48828613,2025-07-03,West Penn Community Center,135
48828614,2025-07-02,Ammon Community Center,10
48828615,2025-07-02,Brookline Community Center,52
48828616,2025-07-02,Ormsby Community Center,43
48828617,2025-07-02,Paulson Community Center,4
48828618,2025-07-02,Warrington Community Center,28
48828619,2025-07-02,Magee Community Center,18
48828620,2025-07-02,Jefferson Community Center,45
48828621,2025-07-02,West Penn Community Center,84
48828622,2025-07-01,Brookline Community Center,71
48828623,2025-07-01,Ormsby Community Center,18
48828624,2025-07-01,Paulson Community Center,10
48828625,2025-07-01,Warrington Community Center,16
48828626,2025-07-01,Jefferson Community Center,27
48828627,2025-07-01,Magee Community Center,22
48828628,2025-07-01,West Penn Community Center,179
48828629,2025-06-30,Arlington Community Center,13
48828630,2025-06-30,Brookline Community Center,53
48828631,2025-06-30,Ormsby Community Center,16
48828632,2025-06-30,Phillips Community Center,1
48828633,2025-06-30,Warrington Community Center,31
48828634,2025-06-30,Magee Community Center,20
48828635,2025-06-30,Jefferson Community Center,34
48828636,2025-06-30,West Penn Community Center,83
48828637,2025-06-28,Brookline Community Center,3
48828638,2025-06-28,Ormsby Community Center,2
48828639,2025-06-28,Warrington Community Center,14
48828640,2025-06-28,Magee Community Center,7
48828641,2025-06-28,West Penn Community Center,29
48828642,2025-06-27,Arlington Community Center,1
48828643,2025-06-27,Brookline Community Center,43
48828644,2025-06-27,Ormsby Community Center,6
48828645,2025-06-27,Phillips Community Center,6
48828646,2025-06-27,Paulson Community Center,11
48828647,2025-06-27,Warrington Community Center,98
48828648,2025-06-27,Magee Community Center,28
48828649,2025-06-27,Jefferson Community Center,47
48828650,2025-06-27,West Penn Community Center,50
48828651,2025-06-26,Arlington Community Center,1
48828652,2025-06-26,Brookline Community Center,51
48828653,2025-06-26,Ormsby Community Center,8
48828654,2025-06-26,Paulson Community Center,10
48828655,2025-06-26,Phillips Community Center,4
48828656,2025-06-26,Warrington Community Center,84
48828657,2025-06-26,Jefferson Community Center,40
48828658,2025-06-26,Magee Community Center,6
48828659,2025-06-26,West Penn Community Center,157
48828660,2025-06-25,Arlington Community Center,9
48828661,2025-06-25,Brookline Community Center,49
48828662,2025-06-25,Ormsby Community Center,10
48828663,2025-06-25,Paulson Community Center,7
48828664,2025-06-25,Warrington Community Center,96
48828665,2025-06-25,Magee Community Center,12
48828666,2025-06-25,Jefferson Community Center,41
48828667,2025-06-25,West Penn Community Center,62
48828668,2025-06-24,Arlington Community Center,9
48828669,2025-06-24,Brookline Community Center,40
48828670,2025-06-24,Ormsby Community Center,2
48828671,2025-06-24,Paulson Community Center,1
48828672,2025-06-24,Warrington Community Center,98
48828673,2025-06-24,Jefferson Community Center,44
48828674,2025-06-24,Magee Community Center,11
48828675,2025-06-24,West Penn Community Center,150
48828676,2025-06-23,Arlington Community Center,12
48828677,2025-06-23,Brookline Community Center,52
48828678,2025-06-23,Ormsby Community Center,2
48828679,2025-06-23,Paulson Community Center,3
48828680,2025-06-23,Phillips Community Center,4
48828681,2025-06-23,Warrington Community Center,67
48828682,2025-06-23,Magee Community Center,21
48828683,2025-06-23,Jefferson Community Center,39
48828684,2025-06-23,West Penn Community Center,56
48828685,2025-06-21,Brookline Community Center,14
48828686,2025-06-21,Paulson Community Center,1
48828687,2025-06-21,Warrington Community Center,14
48828688,2025-06-21,Magee Community Center,5
48828689,2025-06-21,West Penn Community Center,28
48828690,2025-06-20,Arlington Community Center,15
48828691,2025-06-20,Brookline Community Center,44
48828692,2025-06-20,Ormsby Community Center,10
48828693,2025-06-20,Paulson Community Center,3
48828694,2025-06-20,Warrington Community Center,17
48828695,2025-06-20,Magee Community Center,21
48828696,2025-06-20,Jefferson Community Center,45
48828697,2025-06-20,West Penn Community Center,32
48828698,2025-06-18,Arlington Community Center,11
48828699,2025-06-18,Ammon Community Center,22
48828700,2025-06-18,Brookline Community Center,54
48828701,2025-06-18,Ormsby Community Center,20
48828702,2025-06-18,Paulson Community Center,10
48828703,2025-06-18,Warrington Community Center,31
48828704,2025-06-18,Jefferson Community Center,33
48828705,2025-06-18,Magee Community Center,18
48828706,2025-06-18,West Penn Community Center,105
48828707,2025-06-17,Arlington Community Center,6
48828708,2025-06-17,Brookline Community Center,57
48828709,2025-06-17,Ormsby Community Center,17
48828710,2025-06-17,Paulson Community Center,15
48828711,2025-06-17,Warrington Community Center,26
48828712,2025-06-17,Magee Community Center,29
48828713,2025-06-17,Jefferson Community Center,28
48828714,2025-06-17,West Penn Community Center,23
48828715,2025-06-16,Arlington Community Center,19
48828716,2025-06-16,Brookline Community Center,52
48828717,2025-06-16,Ormsby Community Center,14
48828718,2025-06-16,Paulson Community Center,12
48828719,2025-06-16,Warrington Community Center,51
48828720,2025-06-16,Jefferson Community Center,41
48828721,2025-06-16,Magee Community Center,20
48828722,2025-06-16,West Penn Community Center,56
48828723,2025-06-14,Arlington Community Center,49
48828724,2025-06-14,Ammon Community Center,1
48828725,2025-06-14,Brookline Community Center,7
48828726,2025-06-14,Ormsby Community Center,5
48828727,2025-06-14,Warrington Community Center,12
48828728,2025-06-14,Magee Community Center,8
48828729,2025-06-14,West Penn Community Center,11
48828730,2025-06-13,Arlington Community Center,15
48828731,2025-06-13,Brookline Community Center,28
48828732,2025-06-13,Ormsby Community Center,17
48828733,2025-06-13,Paulson Community Center,6
48828734,2025-06-13,Warrington Community Center,23
48828735,2025-06-13,Magee Community Center,18
48828736,2025-06-13,West Penn Community Center,40
48828737,2025-06-12,Arlington Community Center,8
48828738,2025-06-12,Brookline Community Center,58
48828739,2025-06-12,Ormsby Community Center,8
48828740,2025-06-12,Paulson Community Center,6
48828741,2025-06-12,Warrington Community Center,53
48828742,2025-06-12,Magee Community Center,8
48828743,2025-06-12,Jefferson Community Center,26
48828744,2025-06-12,West Penn Community Center,135
48828745,2025-06-11,Arlington Community Center,18
48828746,2025-06-11,Brookline Community Center,35
48828747,2025-06-11,Ormsby Community Center,19
